Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
9104888,73RD ST & FDR DR,73RD ST / FDR DR,,MANHATTAN,New York,,3101,2,8/6/1991,8/6/1991,Equipment Failure,EAST RIVER,"Major Facility (MOSF) > 400,000 gal",,#6 fuel oil,Petroleum,50,Gallons,0
1213721,74 WALLABOT ST LC,74 WALLABOUT ST,,BROOKLYN,Kings,11211,2401,2,12/19/2012,12/19/2012,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
906689,75TH STREET SUB STATION,525 EAST 75TH STREET,,NEW YORK,New York,,3101,2,9/12/2009,9/12/2009,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,1,Gallons,0
9601482,76 PRECINCT NYPD -DDC,191 UNION STREET,,BROOKLYN,Kings,,2401,2,4/29/1996,4/29/1996,Unknown,,"Institutional, Educational, Gov., Other",,gasoline,Petroleum,0,Gallons,0
9107710,78-15 31ST AVE,78-15 31ST AVE,,JACKSON HEIGHTS,Queens,,4101,2,10/18/1991,10/18/1991,Tank Test Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Pounds,0
9914408,780 WEST END AVE,780 WEST END AVE,,MANHATTAN,New York,,3101,2,3/21/2000,3/21/2000,Unknown,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
9509009,831 EAST 46TH ST,831 EAST 46TH ST,,BROOKLYN,Kings,,2401,2,10/21/1995,10/21/1995,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,210,Gallons,0
9507030,85-05 ASTORIA BLVD -MTBE,85-05 ASTORIA BLVD,,JACKSON HEIGHTS,Queens,,4101,2,9/8/1995,9/8/1995,Equipment Failure,,Gasoline Station or other PBS Facility,,BTEX,Oxygenates,0,,0
9507030,85-05 ASTORIA BLVD -MTBE,85-05 ASTORIA BLVD,,JACKSON HEIGHTS,Queens,,4101,2,9/8/1995,9/8/1995,Equipment Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9507030,85-05 ASTORIA BLVD -MTBE,85-05 ASTORIA BLVD,,JACKSON HEIGHTS,Queens,,4101,2,9/8/1995,9/8/1995,Equipment Failure,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9502313,86 STREET TRANSVERSE DPR -DDC,86TH STREET & TRANSVERSE ROAD,,MANHATTAN,New York,,3101,2,5/23/1995,5/24/1995,Unknown,,Unknown,,diesel,Petroleum,0,Gallons,0
910346,910 EAST 172 ST LLC,910 EAST 172 ST,(1503 - 1517 SOUTHERN BLVD),BRONX,Bronx,10460,301,2,12/4/2009,12/18/2009,Unknown,,"Institutional, Educational, Gov., Other",,unknown petroleum,Petroleum,0,,0
1509875,930 GRAND CONCOURSE,930 GRAND GONCOURSE,,BRONX,Bronx,,301,2,12/31/2015,12/31/2015,Unknown,,Private Dwelling,,#2 fuel oil,Petroleum,"4,400",Gallons,0
1307693,A AND C PLUMBING,144 EAST 36TH ST,,NEW YORK,New York,,3101,2,10/28/2013,10/28/2013,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
800015,AAMCO AUTO REPAIR SHOP,60-01 / 60-07 NORTHERN BLVD,,WOODSIDE,Queens,11377,4101,2,4/1/2008,4/1/2008,Other,,Commercial/Industrial,,"1,2-dichlorobenzene",Hazardous Material,0,,0
800015,AAMCO AUTO REPAIR SHOP,60-01 / 60-07 NORTHERN BLVD,,WOODSIDE,Queens,11377,4101,2,4/1/2008,4/1/2008,Other,,Commercial/Industrial,,waste oil/used oil,Petroleum,0,Gallons,0
1408768,ABACUS FEDERAL SAVING,5518 8TH AVE,,BROOKLYN,Kings,,2401,2,11/26/2014,11/26/2014,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
700701,ABANDON BUILDING,1628 BATHGATE AVE, ,BRONX,Bronx,,301,2,4/18/2007,4/18/2007,Unknown,,"Institutional, Educational, Gov., Other",,#2 fuel oil,Petroleum,0,Gallons,0
1408947,ABANDON COMMERCIAL PROPERTY/BLDG,45-11 82ND STREET,45-16 83RD STREET,QUEENS,Queens,,4101,2,12/3/2014,12/3/2014,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1609038,ABANDONED  RESIDENCE,912 POST AVE,IMPACTED SITE: 910 POST AVE,STATEN ISLAND,Richmond,,4301,2,12/26/2016,12/26/2016,Equipment Failure,,Commercial Vehicle,,#2 fuel oil,Petroleum,0,,0
1309303,ACE SUEDE AND LEATHER,808 EAST 139TH ST,,BRONX,Bronx,10454,301,2,12/20/2013,12/20/2013,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
1309303,ACE SUEDE AND LEATHER,808 EAST 139TH ST,,BRONX,Bronx,10454,301,2,12/20/2013,12/20/2013,Unknown,,Commercial/Industrial,,trichloroethene (TCE),Hazardous Material,0,,0
1309303,ACE SUEDE AND LEATHER,808 EAST 139TH ST,,BRONX,Bronx,10454,301,2,12/20/2013,12/20/2013,Unknown,,Commercial/Industrial,,tetrachloroethene (PCE),Hazardous Material,0,,0
1508272,ACROSS FROM ADDRESS,25 JAMAICA AVE,,BROOKLYN,Kings,,2401,2,11/9/2015,11/9/2015,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,200,Gallons,0
308367,AGUANA SUBSTATION,104-27 STREET,,BROOKLYN,Kings,,2401,2,11/7/2003,11/7/2003,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,5,Gallons,0
1800220,AIMCO,173 EAST 90TH,,MANHATTAN,New York,,3101,2,4/3/2018,4/6/2018,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,1,Gallons,0
1409800,AIR,1202 MCDONALD AVE,,BROOKLYN,Kings,,2401,2,12/3/2014,1/5/2015,Unknown,,Commercial/Industrial,,PCE,Other,0,,0
1800301,ALEX LAU OWNER COMMERCIAL PROPERTY,181-04 UNION TURNPIKE,,QUEENS,Queens,,4101,2,4/10/2018,4/10/2018,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1301128,ALLEN BRITE WAY,22-09 QUEENS PLAZA NORTH,,LONG ISLAND CITY,Queens,,4101,2,5/3/2013,5/3/2013,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
9611834,ALLIED AVIATION SERVICES,"LAGUARDIA, BLDG 42",,FLUSHING,Queens,,4101,2,12/16/1996,12/30/1996,Equipment Failure,,"Major Facility (MOSF) > 400,000 gal",,jet fuel,Petroleum,0,Gallons,0
9811813,ALONGSIDE FENCE SOUTH,31-01 20TH AVENUE,,LONG ISLAND CITY,Queens,,4101,2,12/18/1998,12/18/1998,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,1,Gallons,0
1110371,AMBER COURT OF BROOKLYN,650 EAST 104TH STREET,,BROOKLYN,Kings,,2401,2,11/21/2011,11/21/2011,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
650294,AMERICAN AIR HANGAR 10,SOUTH COURTYARD,JFK INTERNATIONAL AIRPORT,JAMAICA,Queens,11430,4101,2,5/30/2006,5/30/2006,Unknown,,Commercial/Industrial,,unknown petroleum,Petroleum,0,,0
651623,AMERICAN AIR HANGAR 10,NORTHEAST CORNER,,JAMAICA,Queens,,4101,2,9/1/1997,11/27/2006,Unknown,,Commercial/Industrial,,gasoline,Petroleum,0,,0
903616,AMERICAN CLEANING SOLUTIONS,39-30 REVIEW AVE,,LONG ISLAND CITY,Queens,,4101,2,6/27/2009,6/27/2009,Unknown,,Private Dwelling,,unknown hazardous material,Hazardous Material,0,,0
205869,AMOCO GAS STATION # 138,JFK AIRPORT - AMOCO GAS STATION # 138,,JAMAICA,Queens,,4101,2,9/6/2002,9/6/2002,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
412635,AMOCO GAS STATION,2121 FOREST AVENUE,,STATEN ISLAND,Richmond,10303,4301,2,3/2/2005,3/2/2005,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
9709908,AMOCO GAS STATION,32-35 LINDEN PL,,FLUSHING,Queens,,4101,2,11/25/1997,11/25/1997,Unknown,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9709908,AMOCO GAS STATION,32-35 LINDEN PL,,FLUSHING,Queens,,4101,2,11/25/1997,11/25/1997,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
104604,AMOCO SERVICE STATION -MTBE,74-01 ELIOT AVENUE,,MIDDLE VILLAGE,Queens,,4101,2,7/30/2001,7/30/2001,Unknown,,Gasoline Station or other PBS Facility,,BTEX,Oxygenates,0,,0
104604,AMOCO SERVICE STATION -MTBE,74-01 ELIOT AVENUE,,MIDDLE VILLAGE,Queens,,4101,2,7/30/2001,7/30/2001,Unknown,,Gasoline Station or other PBS Facility,,unknown material,Other,0,Gallons,0
104604,AMOCO SERVICE STATION -MTBE,74-01 ELIOT AVENUE,,MIDDLE VILLAGE,Queens,,4101,2,7/30/2001,7/30/2001,Unknown,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9315516,AMOCO,234-22 MERRICK BOULEVARD,234022 MERRICK BLVD,LAURELTON,Queens,11413,4101,2,3/31/1994,3/31/1994,Other,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9315516,AMOCO,234-22 MERRICK BOULEVARD,234022 MERRICK BLVD,LAURELTON,Queens,11413,4101,2,3/31/1994,3/31/1994,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Pounds,0
9307222,AMOCO-NYCT,800 ST NICHOLAS AVE,,MANHATTAN,New York,10031,3101,2,9/14/1993,9/14/1993,Unknown,,Gasoline Station or other PBS Facility,,MTBE (methyl-tert-butyl ether),Hazardous Material,0,,0
9307222,AMOCO-NYCT,800 ST NICHOLAS AVE,,MANHATTAN,New York,10031,3101,2,9/14/1993,9/14/1993,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Pounds,0
9702886,ANBOKAN INC,158-01 ROCKAWAY BOULEVARD,158001 ROCKAWAY BLVD,JAMAICA,Queens,11434,4101,2,6/6/1997,6/6/1997,Equipment Failure,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
710915,APART,1133 OGDEN AVE,,BRONX,Bronx,,301,2,1/15/2008,1/15/2008,Other,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1202560,APARTMENMT BLDG TTF,2265 MORRIS AVE,,BRONX,Bronx,,301,2,6/14/2012,6/14/2012,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1205110,APARTMENT BLDG - TTF,7101 BAY PARKWAY,,BROOKLYN,Kings,,2401,2,8/21/2012,8/21/2012,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1009563,APARTMENT BLDG - TTF,49 WYCKOFF AVE,,BROOKLYN,Kings,,2401,2,12/7/2010,12/7/2010,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1501579,APARTMENT BLDG,116 AVE C,,MANHATTAN,New York,,3101,2,5/11/2015,5/12/2015,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1603907,APARTMENT BLDG,41-40 UNION ST,,QUEENS,Queens,,4101,2,7/20/2016,7/20/2016,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,,0
1215372,APARTMENT BLDG,2015 SHORE PARKWAY,,BROOKLYN,Kings,,2401,2,2/7/2013,2/7/2013,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,40,Gallons,0
1402567,APARTMENT BLDG,225 EAST 46TH STREET,,MANHATTAN,New York,10017,3101,2,6/9/2014,6/9/2014,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1112103,APARTMENT BLDG,24 w 121 St,,Manhattan,New York,,3101,2,1/17/2012,1/17/2012,Equipment Failure,,Unknown,,#2 fuel oil,Petroleum,0,,0
1406875,APARTMENT BLDG,2001 STORY AVENUE,,,Bronx,,301,2,9/30/2014,9/30/2014,Equipment Failure,,Unknown,,#2 fuel oil,Petroleum,0,,0
1701458,APARTMENT BLDG,221 VANBUREN ST,,BROOKLYN,Kings,,2401,2,5/15/2017,5/15/2017,Unknown,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1105086,APARTMENT BUILDING - TTF,273 GRAND STREET,,MANHATTAN,New York,,3101,2,8/3/2011,8/3/2011,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
911206,APARTMENT BUILDING TTF,770-774 EAST 225TH STREET,,BRONX,Bronx,,301,2,1/18/2010,1/18/2010,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
709447,APARTMENT BUILDING,1495 MORRIS AVE,,BRONX,Bronx,10453,301,2,12/1/2007,12/1/2007,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Gallons,0
1711766,APARTMENT BUILDING,1201 SHAKESPEAR AVE,,BRONX,Bronx,,301,2,3/29/2018,3/29/2018,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
9614852,APARTMENT BUILDING,73 NORTH 8TH STREET,,BROOKLYN,Kings,,2401,2,3/25/1997,3/25/1997,Unknown,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1605124,APARTMENT BUILDING,2754 CLAFLIN AVE,,BRONX,Bronx,,301,2,8/18/2016,8/18/2016,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,10,Gallons,0
712424,APARTMENT BUILDING,34 BERRY STREET,FORMER COMMRCL BLDG AND LOT,BROOKLYN,Kings,11211,2401,2,2/26/2008,2/26/2008,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,0,Gallons,0
1105210,APARTMENT BUILDING,995 ALDUS ST,,BRONX,Bronx,,301,2,8/6/2011,8/6/2011,Equipment Failure,,Passenger Vehicle,,#2 fuel oil,Petroleum,50,Gallons,50
1114321,APARTMENT BUILDING,316 2ND AVE,,NEW YORK,New York,10003,3101,2,3/26/2012,3/26/2012,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,30,Gallons,0
9210128,APARTMENT BUILDING,945 UNDERHILL AVE,,BRONX,Bronx,10473,301,2,12/1/1992,12/1/1992,Equipment Failure,,"Non Major Facility > 1,100 gal",,#6 fuel oil,Petroleum,0,Gallons,0
1309393,APARTMENT BUILDING,1804-1806 2ND AVE,,MANHATTAN,New York,,3101,2,12/23/2013,12/23/2013,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
751350,APARTMENT BUILDING,236 MOORE STREET,,BROOKLYN,Kings,11206,2401,2,1/9/2001,1/16/2008,Unknown,,Unknown,,unknown material,Other,0,Gallons,0
605471,APARTMENT BUILDING,55 EAST END AVE, ,MANHATTAN,New York,,3101,2,8/10/2006,8/10/2006,Other,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
903389,APARTMENT BUILDING,3915 BROADWAY,600 WEST 164TH STREET,NEW YORK,New York,10032,3101,2,6/22/2009,6/22/2009,Equipment Failure,,Private Dwelling,,#6 fuel oil,Petroleum,500,Gallons,0
1711660,APARTMENT BUILDING,355 WEST 45TH ST ;BASEMENT,,MANHATTAN,New York,,3101,2,3/24/2018,3/26/2018,Other,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
413529,APARTMENT,250 PARKVILLE AVE, ,BROOKLYN,Kings,,2401,2,3/29/2005,3/29/2005,Tank Test Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
1205843,APT BLD 203 - TTF,203 WEST 131ST ST,,NEW YORK (MANHATTAN),New York,,3101,2,9/12/2012,9/12/2012,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1709274,APT BLD FARBAND HOPUSING CORP,2925 MATTHEWS AVE,,BRONX,Bronx,,301,2,1/9/2018,1/10/2018,Unknown,,Commercial/Industrial,,#4 fuel oil,Petroleum,15,Gallons,0
1000067,APT BLDG,82-15 QUEENS BLVD,,QUEENS,Queens,,4101,2,4/2/2010,4/2/2010,Unknown,,Unknown,,gasoline,Petroleum,0,Gallons,0
1405808,APT BLDG,600 WEST 218TH STREET,,MANHATTEN,New York,,3101,2,8/28/2014,8/28/2014,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,"8,000",Gallons,0
9806506,APT BLDG,635 PARK AVE,,MANHATTAN,New York,,3101,2,8/26/1998,8/26/1998,Equipment Failure,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,"1,000",Gallons,"1,000"
1610105,APT BUILDING - PHASE II,561 WEST 141ST STREET,,NEW YORK,New York,,3101,2,2/6/2017,2/6/2017,Equipment Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
1109743,APT BUILDING - TTF,2121 PAULDING AVE,,BRONX,Bronx,,301,2,11/3/2011,11/3/2011,Tank Test Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
1301805,APT BUILDING TTF,110 BENNETT AVE,,MANHATTAN,New York,,3101,2,5/21/2013,5/22/2013,Tank Test Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
1304243,APT BUILDING TTF,400 EAST 199 ST,,BRONX,Bronx,,301,2,7/18/2013,7/19/2013,Tank Test Failure,,Private Dwelling,,#6 fuel oil,Petroleum,0,Gallons,0
1111054,APT BUILDING,685 ST MARKS AVE,,brooklyn,Kings,,2401,2,12/8/2011,12/13/2011,Unknown,,Private Dwelling,,unknown petroleum,Petroleum,0,Gallons,0
1605590,APT BUILDING,174 EAST 74 ST,,NEW YORK,New York,,3101,2,9/1/2016,9/1/2016,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
1803102,APT BUILDING,20 CONTINENTAL AVE,,QUEENS,Queens,,4101,2,6/20/2018,6/20/2018,Other,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
1010795,APT BUILDING,853 LAFAYETTE AVE,,BROOKLYN,Kings,,2401,2,1/6/2011,1/20/2011,Housekeeping,,Private Dwelling,,#2 fuel oil,Petroleum,10,Gallons,0
1703585,APT BUILDING,1350 EAST 5 ST,,BROOKLYN,Kings,,2401,2,7/13/2017,7/13/2017,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1311891,APT BUILDING,1447 MACOMBS RD, ,BRONX,Bronx,,301,2,3/20/2014,3/20/2014,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,,0
1701529,APT BUILDING,222 EAST 17 ST,,BROOKLYN,Kings,,2401,2,5/16/2017,5/17/2017,Storm,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1705805,APT BUILDING,39 -65 52 ST,,QUEENS,Queens,,4101,2,9/13/2017,9/13/2017,Tank Test Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,Gallons,0
1105602,APT BUILDING,166 EAST 63RD ST,,MANHATTAN,New York,,3101,2,8/16/2011,8/17/2011,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1704320,APT BUILDING,59 TIEMANN PLACE,,NY,New York,,3101,2,8/1/2017,8/1/2017,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,45,Gallons,0
1710457,APT BUILDING,166 EAST 63 ST,,NY,New York,,3101,2,2/20/2018,2/20/2018,Tank Test Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
1711332,APT BUILDING,70 MARBLE HILL AVE,,BRONX,Bronx,,301,2,3/13/2018,3/13/2018,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,5,Gallons,0
1506163,APT BUILDING,45- 16  44TH ST,4516 AND 44 ST,SUNYSIDE,Queens,,4101,2,9/10/2015,9/10/2015,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,5,Gallons,0
1710452,APT BULILDING,16 ELLIOT PLACE,,BRONX,Bronx,,301,2,2/20/2018,2/20/2018,Equipment Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
1102139,APT COMPLEX - TTF,2002 AVENUE J,,BROOKLYN,Kings,,2401,2,5/26/2011,5/26/2011,Other,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1300604,APT COMPLEX,201 EAST 15TH ST,,NEW YORK CITY,New York,,3101,2,4/18/2013,4/18/2013,Tank Test Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,,0
1704675,APT COMPLEX,335 EAST 95TH ST,,MANHATTAN,New York,,3101,2,8/9/2017,8/9/2017,Equipment Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,,0
1310703,APT COMPLEX,136 EAST 36TH ST,,MANHATTAN,New York,,3101,2,2/11/2014,2/11/2014,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,100,Gallons,0
1608899,APT COMPLEX,5715 MOSHOLU AVE,,BRONX,Bronx,,301,2,12/19/2016,12/19/2016,Equipment Failure,,Commercial/Industrial,,#4 fuel oil,Petroleum,30,Gallons,0
1006443,APT. BUILDING TTF,77-30 MAIN ST,,QUEENS,Queens,,4101,2,9/14/2010,9/14/2010,Tank Test Failure,,Private Dwelling,,#4 fuel oil,Petroleum,0,Gallons,0
902240,ARCADIA P/A SHERMAN AVE,4650 BROADWAY,,MAHNATTAN,New York,,3101,2,5/26/2009,5/26/2009,Other,,Commercial/Industrial,,gasoline,Petroleum,0,Gallons,0
1406414,ART GALLERY,601 WASHINGTON ST,,MANHATTAN,New York,,3101,2,9/16/2014,9/16/2014,Unknown,,Commercial/Industrial,,solvents,Other,0,Gallons,0
9416079,ARTHUR KILL GEN STATION,4401 VICTORY BOULEVARD,IGNITION OIL AREA,STATEN ISLAND,Richmond,,4301,2,3/13/1995,3/13/1995,Other,ARTHUR KILL RIVER,Commercial/Industrial,,unknown material,Other,0,Gallons,0
9009625,ARTHUR KILL GEN STATION,4401 VICTORY BOULEVARD,,STATEN ISLAND,Richmond,,4301,2,12/4/1990,12/4/1990,Equipment Failure,,Commercial/Industrial,,#6 fuel oil,Petroleum,0,Pounds,0
1603226,ASPHALT,240 4TH ST,,QUEENS,Queens,,4101,2,7/3/2016,7/3/2016,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,0.25,Gallons,0
1801011,ASPHALT,3216 CORLEAR AVE,,BRONX,Bronx,,301,2,4/28/2018,4/28/2018,Equipment Failure,,Transformer,,transformer oil,Petroleum,0.5,Gallons,0
814102,ASSER LEVY PARK,23RD ST & FDR,NYC PARKS DEPT,MANHATTAN,New York,,3101,2,3/30/2009,3/30/2009,Tank Test Failure,,Commercial/Industrial,,#2 fuel oil,Petroleum,0,Gallons,0
750551,ASSOCIATES COMPUTER,275 WEST 231ST STREET,,,Bronx,,301,2,7/11/2007,7/12/2007,Equipment Failure,,Private Dwelling,,#2 fuel oil,Petroleum,0,,0
1602359,ASTI HOLDING CORP,151-169 3 AVE,,BROOKLYN,Kings,,2401,2,6/7/2016,6/7/2016,Tank Test Failure,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
409978,ASTOR OPERATING CORP/CITYGAS,2290 BOSTON RD,,BRONX,Bronx,10467,301,2,12/8/2004,12/8/2004,Unknown,,Gasoline Station or other PBS Facility,,#2 fuel oil,Petroleum,0,Gallons,0
409978,ASTOR OPERATING CORP/CITYGAS,2290 BOSTON RD,,BRONX,Bronx,10467,301,2,12/8/2004,12/8/2004,Unknown,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1200074,ASTORIA ANNEX FACILITY,31-01 20TH AVE,,QUEENS,Queens,,4101,2,4/3/2012,4/3/2012,Equipment Failure,,Commercial/Industrial,,transformer oil,Petroleum,35,Gallons,0
401773,ASTORIA COMPLEX,31-01 20 AVENUE,,LONG ISLAND CITY,Queens,,4101,2,5/18/2004,5/18/2004,Unknown,,Unknown,,asbestos,Hazardous Material,1,Pounds,0
9602600,ASTORIA COMPLEX,31-01 20TH AVENUE,,ASTORIA,Queens,,4101,2,5/23/1996,5/23/1996,Unknown,,Unknown,,unknown petroleum,Petroleum,3,Gallons,0
9404500,ASTORIA COMPLEX,20TH & 21ST STREET,,ASTORIA,Queens,,4101,2,6/30/1994,6/30/1994,Equipment Failure,,Commercial/Industrial,,unknown petroleum,Petroleum,30,Gallons,0
9701363,ASTORIA COMPLEX,31 ST AND 20TH AVE,,QUEENS,Queens,,4101,2,4/30/1997,4/30/1997,Unknown,,Commercial/Industrial,,#2 fuel oil,Petroleum,100,Gallons,0
9602729,ASTORIA COMPLEX,20TH AV & 21ST ST,,QUEENS,Queens,,4101,2,5/25/1996,5/25/1996,Other,,Unknown,,other  -  ,Other,1,Gallons,0
9516413,ASTORIA COMPLEX,20TH AVE & 21ST ST,,NEW YORK,Queens,,4101,2,3/21/1996,3/21/1996,Equipment Failure,,Commercial/Industrial,,unknown non-petro/non-haz material,Other,0,Gallons,0
9604811,ASTORIA COMPLEX,20TH AVE 31ST ST,,NEW YORK CITY,Queens,,4101,2,7/12/1996,7/12/1996,Other,,Commercial/Industrial,,unknown petroleum,Petroleum,1,Gallons,0
312013,ASTORIA COMPLEX,18-01 20TH AVENUE,,ASTORIA,Queens,,4101,2,1/24/2004,1/27/2004,Equipment Failure,,Commercial/Industrial,,kerosene,Petroleum,10,Gallons,0
401773,ASTORIA COMPLEX,31-01 20 AVENUE,,LONG ISLAND CITY,Queens,,4101,2,5/18/2004,5/18/2004,Unknown,,Unknown,,unknown petroleum,Petroleum,0,Pounds,0
9404500,ASTORIA COMPLEX,20TH & 21ST STREET,,ASTORIA,Queens,,4101,2,6/30/1994,6/30/1994,Equipment Failure,,Commercial/Industrial,,dielectric fluid,Petroleum,0,Pounds,0
9607973,ASTORIA COMPLEX,31-01 20TH AVENUE,,QUEENS,Queens,,4101,2,9/25/1996,9/25/1996,Equipment Failure,,Commercial/Industrial,,turbine oil,Petroleum,150,Gallons,150
9515784,ASTORIA CON ED,31-01 20 AVENUE,,LONG ISLAND CITY,Queens,,4101,2,3/9/1996,3/9/1996,Other,,Commercial/Industrial,,other  -  ,Other,3,Gallons,3
912800,ASTORIA EAST SUBSTATION,31-01 20TH AVENUE,,QUEENS,Queens,,4101,2,3/9/2010,3/9/2010,Unknown,,Commercial/Industrial,,other  -  coal tar wrap,Other,4.5,Gallons,0
9512534,ASTORIA FACILITY,31-01 20 AVENUE,,LONG ISLAND CITY,Queens,,4101,2,1/8/1996,1/8/1996,Equipment Failure,,Commercial/Industrial,,kerosene,Petroleum,100,Gallons,0
9713695,ASTORIA FACILITY,20TH AVENUE & 21ST STREET,,ASTORIA,Queens,,4101,2,3/10/1998,3/10/1998,Unknown,,Commercial/Industrial,,#4 fuel oil,Petroleum,0,Gallons,0
9414140,ASTORIA FACILITY,20TH AVENUE & 21ST STREET,,QUEENS,Queens,,4101,2,1/25/1995,1/25/1995,Unknown,EAST RIVER,Unknown,,unknown petroleum,Petroleum,0,Pounds,0
9700391,ASTORIA FACILITY,3101 20TH AV, ,QUEENS,Queens,,4101,2,4/8/1997,4/8/1997,Tank Test Failure,,Commercial/Industrial,,wastewater,Other,0,Gallons,0
9308519,ASTORIA FUEL FARM,21ST ST & 20TH AVENUE,,ASTORIA,Queens,,4101,2,10/14/1993,10/14/1993,Equipment Failure,,"Institutional, Educational, Gov., Other",,#6 fuel oil,Petroleum,200,Gallons,0
